Condition,Price,Mileage,Model_Year,Make,Model,Type,OBO,Seller_Status,Vehicle_Tile
Used,19900,14835,2012.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,11500,4100,2012.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,14050,25317,2005.0,Harley-Davidson,Softail,Other,True,private seller,Clear
Used,8995,19078,2002.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,7900,15715,2012.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,21500,10912,2011.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,7500,33682,2005.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,4000,22800,1985.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,4950,9652,2005.0,Harley-Davidson,Other,Cruiser,False,private seller,Clear
Used,6900,25699,2009.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,14000,15350,2012.0,Harley-Davidson,Other,Sport Touring,True,private seller,Clear
Used,18500,26000,2013.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,12495,6000,2011.0,Harley-Davidson,Touring,Cruiser,False,private seller,Clear
Used,18000,4300,2016.0,Harley-Davidson,Softail,Cruiser,False,owner,Clear
Used,19977,1200,2013.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,6000,5260,2009.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,20000,18148,2010.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,9900,385,1999.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,10000,37000,2010.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,9000,17130,2010.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,19999,21800,2010.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,12900,9880,2010.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,2695,25019,1989.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,11999,11817,2013.0,Harley-Davidson,Dyna,Touring,True,dealer,Clear
Used,7995,14277,2006.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,9995,17219,2013.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,8250,46847,2002.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,10250,11000,2010.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,6500,30025,2006.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,9000,61000,2000.0,Harley-Davidson,Other,Cruiser,False,private seller,Clear
Used,8000,21162,2002.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,18000,20025,1997.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,6995,15871,2006.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,8495,2669,2012.0,Harley-Davidson,Sportster,Standard,True,dealer,Clear
Used,18500,26000,2013.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,12495,6000,2011.0,Harley-Davidson,Touring,Cruiser,False,private seller,Clear
Used,7495,27209,2004.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,12999,31697,1999.0,Harley-Davidson,Softail,Other,True,private seller,Clear
Used,9495,5607,2012.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,9500,11983,2008.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,11500,12000,2010.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,1995,1320,1971.0,Harley-Davidson,Other,Other,False,owner,Clear
Used,10000,37000,2010.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,9000,17130,2010.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,19999,21800,2010.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,12900,9880,2010.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,2695,25019,1989.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,42500,5200,2014.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,8250,46847,2002.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,4500,34852,2002.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,5495,25014,1998.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,13000,3930,2014.0,Harley-Davidson,Softail,Other,True,dealer,Clear
Used,7999,19456,2005.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,23299,11670,2016.0,Harley-Davidson,Touring,Standard,False,dealer,Clear
Used,15603,24041,2014.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,9999,31152,2009.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,7000,6654,2003.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,7995,25003,2001.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,13999,2097,2015.0,Harley-Davidson,Dyna,Touring,True,dealer,Clear
Used,8500,23600,2001.0,Harley-Davidson,Softail,Touring,True,private seller,Clear
Used,7995,24911,2009.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,13900,2184,2008.0,Harley-Davidson,Softail,Sport Bike,True,private seller,Clear
Used,4250,5420,2003.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,4500,1,1964.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,8988,42800,2010.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,9000,61000,2000.0,Harley-Davidson,Other,Cruiser,False,private seller,Clear
Used,18000,20025,1997.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,8995,39487,2010.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,1525,4329,2013.0,Harley-Davidson,Sportster,Standard,False,private seller,Clear
Used,12000,7813,2008.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,1995,1320,1971.0,Harley-Davidson,Other,Other,False,owner,Clear
Used,8499,29771,2004.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,42500,5200,2014.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,4500,34852,2002.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,13000,48300,2005.0,Harley-Davidson,Touring,Cruiser,False,private seller,Clear
Used,5495,25014,1998.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,13000,3930,2014.0,Harley-Davidson,Softail,Other,True,dealer,Clear
Used,7999,19456,2005.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,18500,6065,2013.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,7800,22000,2003.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,17000,8000,2013.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,10995,10261,2012.0,Harley-Davidson,Dyna,Touring,True,dealer,Clear
Used,13000,22297,2014.0,Harley-Davidson,Other,Standard,False,private seller,Clear
Used,9999,31152,2009.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,7000,6654,2003.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,10500,35467,2010.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,7995,25003,2001.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,8500,23600,2001.0,Harley-Davidson,Softail,Touring,True,private seller,Clear
Used,13999,2097,2015.0,Harley-Davidson,Dyna,Touring,True,dealer,Clear
Used,3250,8200,1997.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,7000,6300,2013.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,17988,874,2017.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,8995,39487,2010.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,12000,7813,2008.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,8500,28000,2001.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,16999,18469,2014.0,Harley-Davidson,Touring,Touring,False,shoreline harley -  davidson,Clear
Used,7000,37737,2009.0,Harley-Davidson,Other,Sport Bike,False,private seller,Clear
Used,13000,48300,2005.0,Harley-Davidson,Touring,Cruiser,False,private seller,Clear
Used,4000,4111,2007.0,Harley-Davidson,V-ROD,Standard,False,dealer,Clear
Used,18500,6065,2013.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,10899,7720,2015.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,0,46600,2004.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,12995,624,2016.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,21500,3600,2013.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,4500,14000,2001.0,Harley-Davidson,Other,Other,False,owner,Clear
Used,10500,35467,2010.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,13900,2184,2008.0,Harley-Davidson,Softail,Sport Bike,True,private seller,Clear
Used,7788,8350,2014.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,3250,8200,1997.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,28400,841,2016.0,Harley-Davidson,Other,Touring,True,dealer,Clear
Used,7995,15533,2005.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,14500,1867,2014.0,Harley-Davidson,Other,Standard,True,private seller,Clear
Used,10999,1300,2013.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,7500,13319,2003.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,3550,0,2003.0,Harley-Davidson,V-ROD,Sport Touring,False,private seller,Clear
Used,5950,48100,2001.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,1000,32295,2007.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,11899,22424,2014.0,Harley-Davidson,Dyna,Standard,False,dealer,Clear
Used,15788,8992,2013.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,6500,26600,2000.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,23999,16433,2014.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,11899,22424,2014.0,Harley-Davidson,Dyna,Standard,False,dealer,Clear
Used,6500,26600,2000.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,16000,12600,2013.0,Harley-Davidson,Touring,Cruiser,True,private seller,Clear
Used,13988,646,2014.0,Harley-Davidson,Softail,Touring,False,dealer,Clear
Used,21000,9021,2014.0,Harley-Davidson,Other,Cruiser,False,private seller,Clear
Used,8995,9437,2010.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,18400,2134,2010.0,Harley-Davidson,V-ROD,Other,False,dealer,Clear
Used,3550,19560,2005.0,Harley-Davidson,V-ROD,Other,False,private seller,Clear
Used,3050,4999,2006.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,11600,2000,1977.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,13998,28641,2001.0,Harley-Davidson,Other,Other,True,dealer,Clear
Used,7495,30794,2007.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,14995,1121,2016.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,4000,15102,2006.0,Harley-Davidson,Sportster,Sport Touring,True,private seller,Clear
Used,3400,43000,2006.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,6000,2979,2005.0,Harley-Davidson,Sportster,Other,True,private seller,Clear
Used,3499,3160,2005.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,4000,3858,2001.0,Harley-Davidson,Dyna,Other,False,private seller,Clear
Used,13499,10641,1961.0,Harley-Davidson,Other,Other,True,private seller,Clear
Used,6500,0,1997.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,7995,3900,2014.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,13900,3080,2012.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,29995,1,2001.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,6700,26352,2003.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,9888,34609,2007.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,3050,22050,2003.0,Harley-Davidson,Dyna,Sport Bike,False,private seller,Clear
Used,8299,11100,2000.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,4900,33654,2003.0,Harley-Davidson,V-ROD,Cruiser,True,dealer,Clear
Used,13000,5428,2013.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,7000,14335,2006.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,7000,14335,2006.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,14500,12700,2004.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,25900,39768,2011.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,9499,26500,2012.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,10200,9297,2012.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,10000,27802,2008.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,8000,1650,2009.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,7500,6800,2006.0,Harley-Davidson,Dyna,Other,True,private seller,Clear
Used,18500,6771,2015.0,Harley-Davidson,Other,Touring,True,private seller,Clear
Used,12000,37000,2004.0,Harley-Davidson,Touring,Cruiser,True,private seller,Clear
Used,8995,16952,2010.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,11300,6340,2016.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,7999,58490,1993.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,100,1000,1981.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,5000,14000,2005.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,9888,34609,2007.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,4900,33654,2003.0,Harley-Davidson,V-ROD,Cruiser,True,dealer,Clear
Used,4900,21046,1983.0,Harley-Davidson,Other,Cruiser,True,dealer,Clear
Used,5500,44582,2001.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,5600,21750,2009.0,Harley-Davidson,Sportster,Other,True,private seller,Clear
Used,7995,18949,2007.0,Harley-Davidson,Sportster,Standard,True,dealer,Clear
Used,6000,32869,2003.0,Harley-Davidson,Dyna,Sport Touring,True,owner,Clear
Used,9795,11218,2010.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,14777,3513,2015.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,8499,6325,2015.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,18500,6771,2015.0,Harley-Davidson,Other,Touring,True,private seller,Clear
Used,6000,18000,1998.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,4800,100,1993.0,Harley-Davidson,Softail,Sport Touring,False,private seller,Clear
Used,11300,6340,2016.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,12250,33500,2010.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,100,29275,2009.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,100,1000,1981.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,5300,9432,2002.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,27288,10586,2014.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,7500,4590,2004.0,Harley-Davidson,V-ROD,Sport Bike,True,private seller,Clear
Used,8800,37894,2009.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,6100,14860,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10500,42500,2010.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,9100,0,1985.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,5500,44582,2001.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,6000,32869,2003.0,Harley-Davidson,Dyna,Sport Touring,True,owner,Clear
Used,9795,11218,2010.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,14777,3513,2015.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,10000,5300,2015.0,Harley-Davidson,Other,Gasoline,False,private seller,Clear
Used,11800,11300,2008.0,Harley-Davidson,Other,Sport Touring,False,private seller,Clear
Used,28000,6200,2015.0,Harley-Davidson,Other,Other,False,onwer,Clear
Used,520,4036,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,9999,272,1972.0,Harley-Davidson,Other,Other,True,private seller,Clear
Used,9100,105709,1994.0,Harley-Davidson,Other,Sport Touring,False,private seller,Clear
Used,17800,15707,2012.0,Harley-Davidson,Other,Other,True,dealer,Clear
Used,7700,47014,1982.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,10495,14305,2003.0,Harley-Davidson,Other,Cruiser,True,dealer,Clear
Used,4000,11866,2006.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,10000,3786,2009.0,Harley-Davidson,V-ROD,Sport Bike,True,private seller,Clear
Used,27988,6125,2014.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,13000,13161,2002.0,Harley-Davidson,Other,Touring,True,private seller,Clear
Used,10995,2058,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9250,6000,2006.0,Harley-Davidson,Other,Other,True,private seller,Clear
Used,6200,3500,2014.0,Harley-Davidson,Other,Gasoline,True,private seller,Clear
Used,11500,4342,1991.0,Harley-Davidson,Dyna,Other,True,owner,Clear
Used,6500,1980,2001.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,9995,16100,2008.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,7600,1825,2006.0,Harley-Davidson,Softail,Other,True,owner,Clear
Used,3500,8000,1996.0,Harley-Davidson,Sportster,Sport Bike,True,private seller,Clear
Used,7000,8200,2006.0,Harley-Davidson,Dyna,Standard,True,private seller,Clear
Used,8000,17500,2005.0,Harley-Davidson,Dyna,Sport Touring,True,private seller,Clear
Used,7300,3841,2008.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,21000,992,2016.0,Harley-Davidson,Other,Touring,True,private seller,Clear
Used,16000,995,2016.0,Harley-Davidson,V-ROD,Cruiser,True,private seller,Clear
Used,1225,31731,2009.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,17900,19536,2016.0,Harley-Davidson,Touring,Other,True,dealer,Clear
Used,10995,37244,1984.0,Harley-Davidson,Other,Cruiser,True,dealer,Clear
Used,8000,29000,2003.0,Harley-Davidson,Dyna,Sport Touring,True,private seller,Clear
Used,5500,75000,2003.0,Harley-Davidson,Dyna,Sport Touring,True,private seller,Clear
Used,5500,8600,2003.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,4200,38000,1999.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,6900,10037,1998.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,6500,1980,2001.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,9995,16100,2008.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,3050,3030,2013.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,31888,4050,2016.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,7300,3841,2008.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,21000,992,2016.0,Harley-Davidson,Other,Touring,True,private seller,Clear
Used,16000,995,2016.0,Harley-Davidson,V-ROD,Cruiser,True,private seller,Clear
Used,5000,28000,1999.0,Harley-Davidson,Sportster,Sport Touring,False,private seller,Clear
Used,1225,31731,2009.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
